amazon_order_id,merchant_order_id,purchase_d,ate,last_updated_date,order_status,fulfillment_channel,sales_channel,product_name,sku,asin,quantity,currency,item_price,item_tax,shipping_price,shipping_tax,item_promotion_discount,ship_promotion_discount,ship_city,ship_state,ship_postal_code,ship_country,passport_sku,week,passport_week,purchase_ts,item_price_total
112-1175835-7362643,112-1175835-7362643,2025-10-24 00:00:00,T04:23:56+00:00,2025-10-25T07:09:59+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Lotion, Premium & Unscented, For Dry & Sensitive Skin, Hydrating Daily Cream - For Babies, Toddlers, Kids & Adults, Vegan, Hypoallergenic,",UBL101,B0DNRMZZM5,1,USD,16.99,1.4,0.99,0.16,1.8,0.99,DALLAS,TX,75211-8006,US,UBL101,2025-10-20/2025-10-26,UBL101_October/2025,2025-10-24 04:23:56+00:00,16.99
112-2071422-5297869,112-2071422-5297869,2025-10-24 00:00:00,T03:42:02+00:00,2025-10-25T01:04:38+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,1.16,0.99,0.16,1.8,0.99,ROSWELL,GA,30076-6426,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-24 03:42:02+00:00,14.99
113-1386039-7705008,113-1386039-7705008,2025-10-24 00:00:00,T02:45:50+00:00,2025-10-25T07:08:10+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Lotion, Premium & Unscented, For Dry & Sensitive Skin, Hydrating Daily Cream - For Babies, Toddlers, Kids & Adults, Vegan, Hypoallergenic,",UBL101,B0DNRMZZM5,1,USD,16.99,1.34,0.99,0.16,1.8,0.99,MILWAUKEE,WI,53208-2449,US,UBL101,2025-10-20/2025-10-26,UBL101_October/2025,2025-10-24 02:45:50+00:00,16.99
111-4485457-1615418,111-4485457-1615418,2025-10-24 00:00:00,T01:12:40+00:00,2025-10-25T08:37:05+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.33,0.5,0.16,3.6,0.5,KNOXVILLE,TN,37922-6784,US,USP102,2025-10-20/2025-10-26,USP102_October/2025,2025-10-24 01:12:40+00:00,17.99
113-4087340-6713838,113-4087340-6713838,2025-10-24 00:00:00,T01:10:29+00:00,2025-10-24T05:16:15+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Mineral Face Sunscreen Stick, SPF 50, Natural Zinc Oxide, Unscented, Hypoallergenic & Dermat Tested, Water-Resistant, Vegan, Sensitive Skin",USP103,B0DNRLX255,1,USD,14.99,1.21,1.0,0.16,1.8,1.0,CASTLE ROCK,CO,80104-3466,US,USP103,2025-10-20/2025-10-26,USP103_October/2025,2025-10-24 01:10:29+00:00,14.99
113-9753832-0410645,113-9753832-0410645,2025-10-24 00:00:00,T00:56:25+00:00,2025-10-26T07:31:50+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.43,0.99,0.16,3.4,0.99,LONG BEACH,CA,90808-1316,US,UBW101,2025-10-20/2025-10-26,UBW101_October/2025,2025-10-24 00:56:25+00:00,16.99
113-3704390-2893028,113-3704390-2893028,2025-10-24 00:00:00,T00:34:58+00:00,2025-10-25T08:39:27+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Mineral Face Sunscreen Stick, SPF 50, Natural Zinc Oxide, Unscented, Hypoallergenic & Dermat Tested, Water-Resistant, Vegan, Sensitive Skin",USP103,B0DNRLX255,1,USD,14.99,1.17,0.99,0.16,3.0,0.99,STEVENSON RANCH,CA,91381-1722,US,USP103,2025-10-20/2025-10-26,USP103_October/2025,2025-10-24 00:34:58+00:00,14.99
112-5764702-4448213,112-5764702-4448213,2025-10-24 00:00:00,T00:27:02+00:00,2025-10-24T06:05:39+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.19,0.99,0.16,1.8,0.99,SOUTH BEND,IN,46628-9517,US,UBW101,2025-10-20/2025-10-26,UBW101_October/2025,2025-10-24 00:27:02+00:00,16.99
112-1717641-8752201,112-1717641-8752201,2025-10-24 00:00:00,T00:18:37+00:00,2025-10-28T06:04:54+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,1.55,0.6,0.16,1.8,0.6,SEATTLE,WA,98136-1004,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-24 00:18:37+00:00,14.99
113-7756632-9059448,113-7756632-9059448,2025-10-23 00:00:00,T22:40:07+00:00,2025-10-25T04:23:03+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.14,0.99,0.16,3.4,0.99,LAS VEGAS,NV,89135-9145,US,UBW101,2025-10-20/2025-10-26,UBW101_October/2025,2025-10-23 22:40:07+00:00,16.99
114-2284693-3446666,114-2284693-3446666,2025-10-23 00:00:00,T21:11:03+00:00,2025-10-24T21:57:56+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Mineral Face Sunscreen Stick, SPF 50, Natural Zinc Oxide, Unscented, Hypoallergenic & Dermat Tested, Water-Resistant, Vegan, Sensitive Skin",USP103,B0DNRLX255,2,USD,22.489999999999995,1.2,0.99,0.16,1.8,0.99,NAPLES,FL,34103-8949,US,USP103,2025-10-20/2025-10-26,USP103_October/2025,2025-10-23 21:11:03+00:00,59.96
111-9588312-4281832,111-9588312-4281832,2025-10-23 00:00:00,T20:18:14+00:00,2025-10-24T00:17:51+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Lotion, Premium & Unscented, For Dry & Sensitive Skin, Hydrating Daily Cream - For Babies, Toddlers, Kids & Adults, Vegan, Hypoallergenic,",UBL101,B0DNRMZZM5,1,USD,16.99,1.2,1.0,0.16,1.8,1.0,Hillsboro,OR,97124,US,UBL101,2025-10-20/2025-10-26,UBL101_October/2025,2025-10-23 20:18:14+00:00,16.99
111-9588312-4281832,111-9588312-4281832,2025-10-23 00:00:00,T20:18:14+00:00,2025-10-24T00:17:51+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.2,0.99,0.16,1.8,0.99,Hillsboro,OR,97124,US,UDC101,2025-10-20/2025-10-26,UDC101_October/2025,2025-10-23 20:18:14+00:00,14.99
114-9693221-8254616,114-9693221-8254616,2025-10-23 00:00:00,T20:17:24+00:00,2025-10-28T07:13:24+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.2,2.36,0.16,3.6,2.36,BRADENTON,FL,34205-3723,US,USP102,2025-10-20/2025-10-26,USP102_October/2025,2025-10-23 20:17:24+00:00,17.99
114-9424542-3630624,114-9424542-3630624,2025-10-23 00:00:00,T18:55:16+00:00,2025-10-25T09:56:46+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.54,0.99,0.16,1.8,0.99,TACOMA,WA,98422-2246,US,UDC101,2025-10-20/2025-10-26,UDC101_October/2025,2025-10-23 18:55:16+00:00,14.99
114-7512577-7848255,114-7512577-7848255,2025-10-23 00:00:00,T18:44:17+00:00,2025-10-24T03:06:52+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.57,0.99,0.16,1.8,0.99,LATHROP,CA,95330-8345,US,USP102,2025-10-20/2025-10-26,USP102_October/2025,2025-10-23 18:44:17+00:00,17.99
113-0534448-7479454,113-0534448-7479454,2025-10-23 00:00:00,T17:13:15+00:00,2025-10-24T21:58:08+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.08,0.99,0.16,1.8,0.99,SEYMOUR,CT,06483-3698,US,UBW101,2025-10-20/2025-10-26,UBW101_October/2025,2025-10-23 17:13:15+00:00,16.99
114-7432856-0516231,114-7432856-0516231,2025-10-23 00:00:00,T17:04:30+00:00,2025-10-24T09:14:16+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.09,0.6,0.16,1.8,0.6,KAYSVILLE,UT,84037-3123,US,UDC101,2025-10-20/2025-10-26,UDC101_October/2025,2025-10-23 17:04:30+00:00,14.99
114-4166771-4102653,114-4166771-4102653,2025-10-23 00:00:00,T15:00:05+00:00,2025-10-24T06:21:56+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,2,USD,22.489999999999995,1.68,0.99,0.16,6.0,0.99,SOUTHERN PINES,NC,28387-4944,US,UDC101,2025-10-20/2025-10-26,UDC101_October/2025,2025-10-23 15:00:05+00:00,59.96
112-7556187-0919466,112-7556187-0919466,2025-10-23 00:00:00,T15:00:02+00:00,2025-10-25T03:07:08+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.15,0.99,0.16,3.6,0.99,CLEVELAND,OH,44135-3714,US,USP102,2025-10-20/2025-10-26,USP102_October/2025,2025-10-23 15:00:02+00:00,17.99
114-5744049-9163414,114-5744049-9163414,2025-10-23 00:00:00,T14:23:46+00:00,2025-10-23T23:52:36+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Mineral Face Sunscreen Stick, SPF 50, Natural Zinc Oxide, Unscented, Hypoallergenic & Dermat Tested, Water-Resistant, Vegan, Sensitive Skin",USP103,B0DNRLX255,2,USD,22.489999999999995,1.2,0.99,0.16,6.0,0.99,ORMOND BEACH,FL,32174-2805,US,USP103,2025-10-20/2025-10-26,USP103_October/2025,2025-10-23 14:23:46+00:00,59.96
113-5418846-2971457,113-5418846-2971457,2025-10-23 00:00:00,T05:55:57+00:00,2025-10-24T11:00:17+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.2,0.99,0.16,3.6,0.99,ADDISON,TX,75001-3383,US,USP102,2025-10-20/2025-10-26,USP102_October/2025,2025-10-23 05:55:57+00:00,17.99
113-2525815-8557016,113-2525815-8557016,2025-10-23 00:00:00,T05:13:48+00:00,2025-10-24T02:11:21+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,1.51,0.99,0.16,1.8,0.99,Tacoma,wa,98445,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-23 05:13:48+00:00,14.99
114-9812401-5173826,114-9812401-5173826,2025-10-23 00:00:00,T04:16:31+00:00,2025-10-24T15:56:21+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.2,0.99,0.16,3.0,0.99,EWING,NJ,08628-3246,US,UDC101,2025-10-20/2025-10-26,UDC101_October/2025,2025-10-23 04:16:31+00:00,14.99
113-9906686-8649817,113-9906686-8649817,2025-10-23 00:00:00,T02:49:22+00:00,2025-10-23T17:31:39+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Lotion, Premium & Unscented, For Dry & Sensitive Skin, Hydrating Daily Cream - For Babies, Toddlers, Kids & Adults, Vegan, Hypoallergenic,",UBL101,B0DNRMZZM5,1,USD,16.99,1.02,0.99,0.16,1.8,0.99,HOMER CITY,PA,15748-1508,US,UBL101,2025-10-20/2025-10-26,UBL101_October/2025,2025-10-23 02:49:22+00:00,16.99
113-8528956-3065808,113-8528956-3065808,2025-10-23 00:00:00,T00:36:01+00:00,2025-10-24T01:56:08+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,1.2,0.99,0.16,1.8,0.99,WESTERVILLE,OH,43081-1957,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-23 00:36:01+00:00,14.99
111-0115195-9409874,111-0115195-9409874,2025-10-22 00:00:00,T21:41:01+00:00,2025-10-23T03:41:35+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,1.46,0.37,0.16,1.8,0.37,WINNETKA,CA,91306-4219,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-22 21:41:01+00:00,14.99
111-4079926-7617848,111-4079926-7617848,2025-10-22 00:00:00,T20:56:28+00:00,2025-10-23T04:05:39+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.09,1.49,0.12,3.4,0.99,GROVE CITY,OH,43123-8152,US,UBW101,2025-10-20/2025-10-26,UBW101_October/2025,2025-10-22 20:56:28+00:00,16.99
111-2705877-1250654,111-2705877-1250654,2025-10-22 00:00:00,T20:56:28+00:00,2025-10-23T02:01:27+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Lotion, Premium & Unscented, For Dry & Sensitive Skin, Hydrating Daily Cream - For Babies, Toddlers, Kids & Adults, Vegan, Hypoallergenic,",UBL101,B0DNRMZZM5,1,USD,16.99,1.09,0.99,0.16,3.4,0.99,GROVE CITY,OH,43123-8152,US,UBL101,2025-10-20/2025-10-26,UBL101_October/2025,2025-10-22 20:56:28+00:00,16.99
114-7089568-8665010,114-7089568-8665010,2025-10-22 00:00:00,T20:27:36+00:00,2025-10-24T09:49:56+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Lotion, Premium & Unscented, For Dry & Sensitive Skin, Hydrating Daily Cream - For Babies, Toddlers, Kids & Adults, Vegan, Hypoallergenic,",UBL101,B0DNRMZZM5,1,USD,16.99,0.69,0.99,0.16,3.4,0.99,HUNTINGDON,PA,16652-7666,US,UBL101,2025-10-20/2025-10-26,UBL101_October/2025,2025-10-22 20:27:36+00:00,16.99
113-6580428-4085838,113-6580428-4085838,2025-10-22 00:00:00,T20:25:06+00:00,2025-10-23T07:24:01+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,1.31,0.99,0.16,1.8,0.99,SAN MARCOS,CA,92078-2517,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-22 20:25:06+00:00,14.99
112-8854288-5758624,112-8854288-5758624,2025-10-22 00:00:00,T20:13:10+00:00,2025-10-23T01:16:47+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,1.46,0.99,0.16,1.8,0.99,CONCORD,CA,94521-5003,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-22 20:13:10+00:00,14.99
112-8788755-0717028,112-8788755-0717028,2025-10-22 00:00:00,T19:22:07+00:00,2025-10-22T19:22:15+00:00,Pending,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.2,0.99,0.16,1.8,0.99,JOHNS CREEK,GA,30022-5461,US,UDC101,2025-10-20/2025-10-26,UDC101_October/2025,2025-10-22 19:22:07+00:00,14.99
113-2862622-7425841,113-2862622-7425841,2025-10-22 00:00:00,T18:16:26+00:00,2025-10-23T04:32:18+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,0.86,0.72,0.05,3.4,0.99,NORWALK,CT,06850-3210,US,UBW101,2025-10-20/2025-10-26,UBW101_October/2025,2025-10-22 18:16:26+00:00,16.99
113-2862622-7425841,113-2862622-7425841,2025-10-22 00:00:00,T18:16:26+00:00,2025-10-23T04:32:18+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Lotion, Premium & Unscented, For Dry & Sensitive Skin, Hydrating Daily Cream - For Babies, Toddlers, Kids & Adults, Vegan, Hypoallergenic,",UBL101,B0DNRMZZM5,1,USD,16.99,0.86,0.67,0.04,3.4,0.99,NORWALK,CT,06850-3210,US,UBL101,2025-10-20/2025-10-26,UBL101_October/2025,2025-10-22 18:16:26+00:00,16.99
112-1174759-7317033,112-1174759-7317033,2025-10-22 00:00:00,T18:15:07+00:00,2025-10-22T22:05:43+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.13,1.0,0.16,3.4,1.0,FRESNO,CA,93711-6007,US,UBW101,2025-10-20/2025-10-26,UBW101_October/2025,2025-10-22 18:15:07+00:00,16.99
113-6397987-3022636,113-6397987-3022636,2025-10-22 00:00:00,T17:30:35+00:00,2025-10-27T06:19:28+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,0.93,0.99,0.16,3.0,0.99,SAN ANTONIO,TX,78248-1127,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-22 17:30:35+00:00,14.99
114-1906692-5470614,114-1906692-5470614,2025-10-22 00:00:00,T16:45:37+00:00,2025-10-22T22:14:41+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.31,0.99,0.16,3.6,0.99,SUNNYVALE,CA,94085-3685,US,USP102,2025-10-20/2025-10-26,USP102_October/2025,2025-10-22 16:45:37+00:00,17.99
111-5555195-2765027,111-5555195-2765027,2025-10-22 00:00:00,T15:09:57+00:00,2025-10-23T12:29:48+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Lotion, Premium & Unscented, For Dry & Sensitive Skin, Hydrating Daily Cream - For Babies, Toddlers, Kids & Adults, Vegan, Hypoallergenic,",UBL101,B0DNRMZZM5,1,USD,16.99,0.95,0.99,0.16,3.4,0.99,CLAREMONT,NC,28610-9478,US,UBL101,2025-10-20/2025-10-26,UBL101_October/2025,2025-10-22 15:09:57+00:00,16.99
111-7144654-6345036,111-7144654-6345036,2025-10-22 00:00:00,T15:05:15+00:00,2025-10-23T21:16:57+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 30 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP101,B0DNRQPDCD,1,USD,17.99,1.2,0.99,0.16,1.8,0.99,ROCKVILLE,MD,20852-5311,US,USP101,2025-10-20/2025-10-26,USP101_October/2025,2025-10-22 15:05:15+00:00,17.99
114-5644765-8365846,114-5644765-8365846,2025-10-22 00:00:00,T14:50:09+00:00,2025-10-24T03:25:42+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,1.12,0.99,0.16,1.8,0.99,TALLAHASSEE,FL,32308-0904,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-22 14:50:09+00:00,14.99
113-4153456-9573851,113-4153456-9573851,2025-10-22 00:00:00,T14:45:02+00:00,2025-10-29T20:24:19+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.2,0.99,0.16,3.0,0.99,COLUMBUS,OH,43221-5619,US,UDC101,2025-10-20/2025-10-26,UDC101_October/2025,2025-10-22 14:45:02+00:00,14.99
111-5111069-8041847,111-5111069-8041847,2025-10-22 00:00:00,T14:14:07+00:00,2025-10-24T03:56:51+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,0.99,0.99,0.16,1.8,0.99,Manville,NJ,8835,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-22 14:14:07+00:00,14.99
113-6978679-2085820,113-6978679-2085820,2025-10-22 00:00:00,T13:05:45+00:00,2025-10-23T16:20:07+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.12,0.99,0.16,3.4,0.99,FLOWER MOUND,TX,75022-4501,US,UBW101,2025-10-20/2025-10-26,UBW101_October/2025,2025-10-22 13:05:45+00:00,16.99
113-5298915-2296208,113-5298915-2296208,2025-10-22 00:00:00,T11:57:08+00:00,2025-10-24T21:11:39+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.2,0.99,0.16,3.0,0.99,WASHINGTON,DC,20002-4560,US,UDC101,2025-10-20/2025-10-26,UDC101_October/2025,2025-10-22 11:57:08+00:00,14.99
113-4911279-6227455,113-4911279-6227455,2025-10-22 00:00:00,T06:03:01+00:00,2025-10-22T10:11:19+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,14.99,1.01,1.49,0.16,1.8,1.49,ALVIN,TX,77511-4944,US,UB0101,2025-10-20/2025-10-26,UB0101_October/2025,2025-10-22 06:03:01+00:00,14.99
114-0697286-5168245,114-0697286-5168245,2025-10-22 00:00:00,T04:51:21+00:00,2025-10-23T04:22:03+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.27,0.99,0.16,3.4,0.99,MILPITAS,CA,95035-3245,US,UBW101,2025-10-20/2025-10-26,UBW101_October/2025,2025-10-22 04:51:21+00:00,16.99
114-2326467-8776263,114-2326467-8776263,2025-10-22 00:00:00,T04:08:16+00:00,2025-10-22T20:08:58+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.2,0.99,0.16,3.0,0.99,TILLAMOOK,OR,97141-2667,US,UDC101,2025-10-20/2025-10-26,UDC101_October/2025,2025-10-22 04:08:16+00:00,14.99
114-7818014-4206669,114-7818014-4206669,2025-10-22 00:00:00,T04:02:11+00:00,2025-10-22T12:13:11+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 30 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP101,B0DNRQPDCD,1,USD,17.99,1.04,0.99,0.16,3.6,0.99,CAMARILLO,CA,93010-7523,US,USP101,2025-10-20/2025-10-26,USP101_October/2025,2025-10-22 04:02:11+00:00,17.99
111-9002236-5801030,111-9002236-5801030,2025-10-22 00:00:00,T03:50:33+00:00,2025-10-22T20:23:46+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,2,USD,22.489999999999995,1.2,0.99,0.16,6.79,0.99,Middletown,DE,19709,US,UBW101,2025-10-20/2025-10-26,UBW101_October/2025,2025-10-22 03:50:33+00:00,67.96
